,ds,yhat,yhat_lower,yhat_upper
94,2017-12-05,558.0501903812478,49.45687896507497,1073.0353367587516
95,2017-12-06,557.9341561369034,88.49158059367038,1042.6629057186697
96,2017-12-07,558.5774354085286,47.51647317152183,1033.582643156241
97,2017-12-08,556.2501559519062,43.03799949070511,1045.372423313937
98,2017-12-09,558.5477775093985,81.32608971232287,1037.6051543087606
99,2017-12-10,559.8551781770976,11.388256256267592,1055.0971445841603
100,2017-12-11,560.7793213907667,75.6578288429502,1063.3361004025103
101,2017-12-12,561.7008166793785,70.2197719138687,1039.9024507528225
102,2017-12-13,562.0755194694462,85.22187784327296,1035.5578029015069
103,2017-12-14,563.1885489462625,87.29336026504798,1055.195868103222
104,2017-12-15,561.3021130994733,70.22598069124355,1037.4810401557722
105,2017-12-16,564.0044565437707,58.10434850369394,1075.0081344031946
106,2017-12-17,565.6741441290906,79.8171792725585,1026.3968871822638
107,2017-12-18,566.9128913922674,59.52144000905905,1046.1637581151444
108,2017-12-19,568.0972503781669,68.75800407441395,1072.1587913079115
109,2017-12-20,568.6802928712789,64.72857737382321,1055.5750538110794
110,2017-12-21,569.9456682531219,114.70096138398567,1074.491314339141
111,2017-12-22,568.1554248113074,109.87184825290424,1076.8406908371685
112,2017-12-23,570.8989112669169,73.89589115313002,1034.3493532365912
113,2017-12-24,572.556974127636,124.68662640342737,1088.7652405207718
114,2017-12-25,573.7346658225883,80.29138706346984,1058.1547335376042
115,2017-12-26,574.8127772135879,108.17200463071109,1051.5870056306615
116,2017-12-27,575.2493425673001,103.30034098991764,1089.0149314818611
117,2017-12-28,576.3335010081516,81.61244653856588,1049.9797102263822
118,2017-12-29,574.3331106031653,133.82332220962113,1047.7363903717364
119,2017-12-30,576.8434394369244,75.06114797902937,1063.160747692449
120,2017-12-31,578.2511568793321,82.3121433089696,1053.4817945041773
121,2018-01-01,579.166847340974,61.03017917699789,1005.3000796624385
122,2018-01-02,579.9763669428638,94.3032737240584,1072.3277950472893
123,2018-01-03,580.1421972788603,76.47117148345771,1067.4002037698924
124,2018-01-04,580.9571854401613,82.5610411214457,1065.0301565181896
125,2018-01-05,578.6920704859746,52.67847893652238,1067.4256819412976
126,2018-01-06,580.9441234994948,59.80892061658755,1080.4424804505404
127,2018-01-07,582.1011258543118,106.41328714638459,1059.82645558165
128,2018-01-08,582.7739081121815,97.17873256700597,1086.6647655785898
129,2018-01-09,583.3477684834132,96.73855754541536,1076.555559018213
130,2018-01-10,583.2839225039818,105.5170952573356,1064.107886285521
131,2018-01-11,583.8733690949487,92.58709158740537,1055.4957243869053
132,2018-01-12,581.3845681681101,73.24793086672237,1069.5761294211902
133,2018-01-13,583.4122509459726,135.40777338456735,1110.1464451020095
134,2018-01-14,584.3415809370072,118.92766132767757,1052.7680388267513
135,2018-01-15,584.7808807132245,104.47543091638119,1054.038968710166
136,2018-01-16,585.1132361347292,68.87667891615679,1067.9760731767942
137,2018-01-17,584.7981220910314,71.69034161715496,1073.0977471635958
138,2018-01-18,585.1254278483726,56.03990355265315,1056.7551253248907
139,2018-01-19,582.3632705252764,73.04081267876641,1059.6708332990147
140,2018-01-20,584.106912003505,123.9879745371969,1087.38630050352
141,2018-01-21,584.7429923330454,125.06006215644345,1083.3687532098895
142,2018-01-22,584.8822910568914,73.80027423999415,1027.6833985977564
143,2018-01-23,584.9113256844059,110.24673010404462,1063.2934421543655
144,2018-01-24,584.2939303751501,105.45973652065707,1034.6154393485913
145,2018-01-25,584.3251933783421,76.41448616452881,1124.916431580054
146,2018-01-26,581.2791436771811,107.66628612615375,1062.3193857665883
147,2018-01-27,582.7575055017262,89.47489325827799,1063.135893551723
148,2018-01-28,583.153738464824,111.5443276243881,1070.2139327576824
149,2018-01-29,583.0855806456927,105.91883035029913,1093.9383320790257
150,2018-01-30,582.9464107743796,76.5598311121361,1066.3107723502908
151,2018-01-31,582.2065803134227,91.35354533660146,1028.0338511245109
152,2018-02-01,582.1671022827038,108.49546503059067,1064.5182738880167
153,2018-02-02,579.1070958758386,87.8657921212211,1056.1552582178176
154,2018-02-03,580.6323141483579,87.07212171469443,1081.143656761766
155,2018-02-04,581.1389808797843,95.25796712898389,1061.0394167340623
156,2018-02-05,581.2461617302116,71.22572163007052,1056.585073754068
157,2018-02-06,581.3469928196678,125.88611393412086,1069.2614368908417
158,2018-02-07,580.9099234340459,111.69958233825457,1064.7277241867819
159,2018-02-08,581.2323642744384,63.70240706250577,1069.8983031393948
160,2018-02-09,578.588143710633,96.91104293814581,1073.12392777283
161,2018-02-10,580.576100366899,123.6688063592592,1066.244252847691
162,2018-02-11,581.5840385222604,66.79084703479957,1068.3605550433044
163,2018-02-12,582.221269340335,78.8593800472269,1055.9197582065335
164,2018-02-13,582.870057555877,68.82655480387508,1054.529291628369
165,2018-02-14,582.9871251419737,106.6880172946922,1042.050141729388
166,2018-02-15,583.8575967457627,98.59667856249058,1080.467739094219
167,2018-02-16,581.7427810947486,57.76271410197766,1080.5366925503827
168,2018-02-17,584.2291081055677,118.0413579405861,1069.3578955412897
169,2018-02-18,585.6924377198866,80.72292012467095,1048.3700919390121
170,2018-02-19,586.7309532392991,138.8276842186594,1063.0009157235536
171,2018-02-20,587.7169480006415,98.18699383817062,1079.8764384277636
172,2018-02-21,588.0986462722266,77.93004096337164,1033.7444610250375
173,2018-02-22,589.1544329364242,104.39517346218433,1029.4248079296865
174,2018-02-23,587.1408766835683,84.54700628630142,1068.5705949468472
175,2018-02-24,589.6418580232715,81.10287273488863,1068.1632573319391
176,2018-02-25,591.0330110440254,105.50195295464935,1078.7782251783474
177,2018-02-26,591.9146861748135,121.1595295790762,1084.4089384451652
178,2018-02-27,592.6637390487319,65.69032647669373,1041.9611619934683
179,2018-02-28,592.7352845343851,126.21415436637677,1054.6790098646477
180,2018-03-01,593.4167907065287,72.07175177408739,1077.222440928819
181,2018-03-02,590.9758997427889,64.50774143789167,1062.743935191734
182,2018-03-03,593.009291342993,118.4314175253083,1077.1857158694083
183,2018-03-04,593.9068038328428,118.36733677950686,1095.6314993846192
184,2018-03-05,594.2840282280674,86.25179188600592,1110.2172634455178
185,2018-03-06,594.5336899690217,115.00184425570681,1089.528803701463
186,2018-03-07,594.1269683320916,133.17635634800953,1068.817295912049
187,2018-03-08,594.3671402623204,113.86061558780249,1124.2685637245136
188,2018-03-09,591.5369482821656,66.4922356965506,1119.7604127003558
189,2018-03-10,593.2470210759958,105.96863266583752,1079.413336040884
190,2018-03-11,593.899574856613,119.48779518323147,1107.146101931444
191,2018-03-12,594.1206233980054,124.52734426584782,1048.9719183200953
192,2018-03-13,594.3110230298124,103.90134381774547,1085.921171368038
193,2018-03-14,593.9475133221379,84.3512659247164,1121.2604379740253
194,2018-03-15,594.3361492179506,91.60387773380889,1104.1118183055046
195,2018-03-16,591.7595315922372,69.85675881043363,1089.0095653227622
196,2018-03-17,593.8251701267018,95.7087869225146,1115.679679435192
197,2018-03-18,594.9292097044788,114.51455145226892,1101.9146516255732
198,2018-03-19,595.6887488884012,125.89827814441048,1080.2982136238159
199,2018-03-20,596.4930752905876,120.80753958607117,1112.4254174370421
200,2018-03-21,596.8049744027693,69.9600150512468,1072.5834113809758
201,2018-03-22,597.9145014106714,119.36744505146059,1071.2937126261634
202,2018-03-23,596.0866145022628,119.97209901950984,1060.5491500411572
203,2018-03-24,598.9099931708574,127.58572032734999,1089.9016001764671
204,2018-03-25,600.7612606691695,102.41910135349605,1067.3297351013152
205,2018-03-26,602.2378257932497,101.45867888643981,1074.3017809515122
206,2018-03-27,603.7096544510247,134.38205364081125,1072.3194460745412
207,2018-03-28,604.6211126633169,96.03386213229223,1081.0222910780994
208,2018-03-29,606.2452554522467,114.85708924592889,1103.9332540366838
209,2018-03-30,604.8319453428018,84.87113296989351,1106.449444970622
210,2018-03-31,607.9571099067324,124.10930696851753,1137.4104984793296
211,2018-04-01,609.9873445574193,111.2380547232879,1093.3754070266755
212,2018-04-02,611.5130643368625,114.9877091660817,1131.540636586597
213,2018-04-03,612.9005055662101,142.92548283578108,1070.5811550808585
214,2018-04-04,613.5937115753587,139.38892491716518,1131.6870654258812
215,2018-04-05,614.8688719219197,120.20354338675575,1109.5418047175017
216,2018-04-06,612.9823963396663,100.697842609925,1101.9327729837844
217,2018-04-07,615.5200330178059,136.6059768532515,1123.0441579636097
218,2018-04-08,616.8612402736951,130.33938133911786,1129.5980226702402
219,2018-04-09,617.6120208425252,149.1102462170438,1086.0903079354823
220,2018-04-10,618.1565276372879,126.64713026301277,1109.6665710272375
221,2018-04-11,617.9585854732378,158.6601777058499,1084.1998877753706
222,2018-04-12,618.3155104318516,134.26170969819452,1150.437209854598
223,2018-04-13,615.505622313118,129.07513468707128,1114.357455008249
224,2018-04-14,617.136774678807,132.73199366226592,1123.1752554507914
225,2018-04-15,617.6101281685161,147.37032491095013,1085.3036833251533
226,2018-04-16,617.5523927462323,138.73545924821724,1031.8992874379037
227,2018-04-17,617.3668643805847,105.2130067877833,1099.779792427209
228,2018-04-18,616.5344167549652,144.44701424169003,1094.9036590800192
229,2018-04-19,616.3668448575065,126.19391873140361,1111.3744174401884
230,2018-04-20,613.1539694190785,150.3513878184102,1117.534012066438
231,2018-04-21,614.5118390331003,97.28630390046702,1114.4698633020425
232,2018-04-22,614.8462649788584,139.93918091061985,1105.8955352901103
233,2018-04-23,614.7849219097602,98.9437465511435,1083.4297577419586
234,2018-04-24,614.7283444804768,113.17812107263082,1103.827272214347
235,2018-04-25,614.1509822854734,76.42650127462048,1088.7893235762533
236,2018-04-26,614.3547088273037,120.76918577355848,1090.3775363212399
237,2018-04-27,611.6161894539149,89.8744217524598,1090.0642064420576
238,2018-04-28,613.5354382663038,130.94190693597707,1070.2056605895716
239,2018-04-29,614.4997895562301,103.21317172062527,1114.0118110699855
240,2018-04-30,615.1165050948134,104.67985854190432,1101.811597940442
241,2018-05-01,615.7643334469187,147.05731581383446,1129.1740044584017
242,2018-05-02,615.8951681080086,115.99094337133549,1084.4867766303319
243,2018-05-03,616.7881833608192,116.2845968055761,1072.3119194249384
244,2018-05-04,614.6978351960059,142.92512879992978,1101.261478665971
245,2018-05-05,617.203039423839,107.2486616317684,1126.5403245007897
246,2018-05-06,618.6717348911625,141.9546471393165,1087.499945300949
247,2018-05-07,619.6940362109865,136.48669813737678,1080.6177643664296
248,2018-05-08,620.6342764848565,116.41301009697987,1086.819491055245
249,2018-05-09,620.9330727932528,154.99281830338506,1169.0812379336555
250,2018-05-10,621.8617814131828,155.16237770067863,1132.7076393121033
251,2018-05-11,619.6707206052122,90.92682761417154,1091.2800017382156
252,2018-05-12,621.9384663172556,87.95844628678603,1116.6520376504845
253,2018-05-13,623.0364248718173,123.66343124395353,1110.6296200532502
254,2018-05-14,623.5618860787815,171.95861157531968,1105.0136127938906
255,2018-05-15,623.8898604541004,149.26353907703574,1154.8091374749272
256,2018-05-16,623.4748369132211,125.95316039785553,1152.3362904671117
257,2018-05-17,623.6048379594502,131.32002366278005,1128.02620448226
258,2018-05-18,620.5491603112529,151.31338434595406,1123.6913793245383
259,2018-05-19,621.9071198872787,124.66808704366619,1100.3458812863187
260,2018-05-20,622.072020647634,125.97453780673061,1099.170165719859
261,2018-05-21,621.663567954253,136.78718478720967,1093.3674044193328
262,2018-05-22,621.0790474225896,96.27393034160626,1086.5138865831682
263,2018-05-23,619.7944262113255,150.1493060108822,1118.198443548789
264,2018-05-24,619.1177708942253,110.06409065317689,1117.05242382419
265,2018-05-25,615.3363891995778,89.31651062507076,1119.2509082823692
266,2018-05-26,616.0650318417981,143.51013286991423,1140.5579866752591
267,2018-05-27,615.7093899530548,97.47823705811363,1066.283574228684
268,2018-05-28,614.8981228485877,124.98644633550312,1157.7130418201682
269,2018-05-29,614.033748818756,127.3317459960861,1092.2555865869592
270,2018-05-30,612.5935649176441,118.98212776276893,1123.619857888265
271,2018-05-31,611.8829959450418,116.93623696718296,1158.6735351137727
272,2018-06-01,608.1827827990203,108.49501813967534,1077.9232025492527
273,2018-06-02,609.0973460529436,135.29715892803085,1091.5720439455588
274,2018-06-03,609.0185566212402,129.37738335001308,1102.1335107176865
275,2018-06-04,608.5581414139414,109.34410810818578,1076.6029025926139
276,2018-06-05,608.0990468222427,112.58635732141965,1106.133199030491
277,2018-06-06,607.0969133965888,130.08907666730562,1086.8566517698457
278,2018-06-07,606.8340468862098,130.7018283337593,1117.8925559084526
279,2018-06-08,603.5672787792297,110.47045123005726,1103.4948605930504
280,2018-06-09,604.8770336155663,126.20993827862029,1089.1246662360593
281,2018-06-10,605.1318153254607,103.70224530592347,1114.8940736062373
282,2018-06-11,604.9213203971706,162.76703226746275,1112.8058817008368
283,2018-06-12,604.6084806957474,115.17695377053928,1126.5824808336442
284,2018-06-13,603.631569911841,123.0186689115124,1051.1314890665803
285,2018-06-14,603.2587406083211,79.90896641884157,1074.5518876799583
286,2018-06-15,599.7363685246876,111.21399035867539,1135.7426482286094
287,2018-06-16,600.6385070494073,82.357903730846,1089.4788163917701
288,2018-06-17,600.331652406758,118.7953081702223,1085.5674798507687
289,2018-06-18,599.4080185257883,118.63652618424004,1082.0980820336151
290,2018-06-19,598.2376187849121,134.7311051634198,1078.1799819086948
291,2018-06-20,596.2702863384691,83.74687625743088,1057.1125614407622
292,2018-06-21,594.7900011631058,94.4483162649326,1082.3632247136316
293,2018-06-22,590.0629050560551,81.06517427162811,1077.286751918102
294,2018-06-23,589.6863154349993,100.74752164473234,1074.6240548383967
295,2018-06-24,588.0529494619627,51.983744964068144,1079.4114752663352
296,2018-06-25,585.7835713078337,97.56985065319991,1075.53554411162
297,2018-06-26,583.2783760262319,108.12803692217223,1035.3513059795005
298,2018-06-27,580.0182600311791,102.53784864796242,1083.384074804561
299,2018-06-28,577.3183661169029,74.51505877004703,1083.2202762229474
300,2018-06-29,571.4753050257448,80.00797809391527,1080.3013067746185
301,2018-06-30,570.1153855925775,74.18196863022465,1049.5076989419965
302,2018-07-01,567.6580859921103,66.16691621307642,1056.5537404117722
303,2018-07-02,564.7479991568497,109.65118457249793,1076.8279528814903
304,2018-07-03,561.8055847773275,22.518439129253697,1059.4130203742452
305,2018-07-04,558.3278949899814,46.174508664066934,1046.2976611238728
306,2018-07-05,555.6416765000226,46.8090003969373,983.9646767498539
307,2018-07-06,550.0502632416487,74.44698715713959,1066.558296423002
308,2018-07-07,549.181600654783,31.60947195955653,993.3761877207584
309,2018-07-08,547.4516398579461,33.3033154853246,1055.8498271011017
310,2018-07-09,545.4963370823467,30.455480723452006,1029.2435948678815
311,2018-07-10,543.7225895543315,49.25301344971063,1039.7454368722426
312,2018-07-11,541.609270219204,58.21267132567023,1009.3076445898153
313,2018-07-12,540.4607559810763,54.4809412055841,1023.9467973255224
314,2018-07-13,536.554352350737,51.75963044525186,1022.6125564300958
315,2018-07-14,537.4889415391464,40.79668853941871,1051.6792368182034
316,2018-07-15,537.6490757900225,49.80553830351779,1054.7629312138079
317,2018-07-16,537.6377327362825,39.620055553921915,992.4104816992085
318,2018-07-17,537.8280445083511,38.86303723320997,1018.8085680394006
319,2018-07-18,537.6651410717735,58.949387367660606,1039.6984392745012
320,2018-07-19,538.420482209483,11.56516122651741,1015.0306915175465
321,2018-07-20,536.3400594773486,53.9075914102819,1042.6670961952714
322,2018-07-21,538.9937750015538,45.69370764616735,989.1404403648297
323,2018-07-22,540.7401999787868,68.89649864611467,1019.1705281145829
324,2018-07-23,542.159912681999,20.029599286689805,1022.5134991975431
325,2018-07-24,543.6077124203314,63.87376258830966,1004.5256723841892
326,2018-07-25,544.5148388716779,58.88319403501642,1046.1477263907386
327,2018-07-26,546.1435611427997,68.45115124422219,1036.9155007283916
328,2018-07-27,544.7355125977149,82.0463549678803,1053.1962449688895
329,2018-07-28,547.861075826154,73.48352772987518,1037.4668921887312
330,2018-07-29,549.8840216632102,75.48025250462896,1048.319621072279
331,2018-07-30,551.394606511938,58.455853039340504,1047.1821641527595
332,2018-07-31,552.7614321234491,76.08151977175562,1045.5768077037185
333,2018-08-01,553.4332079852412,79.93578903740128,1039.596536059436
334,2018-08-02,554.6927941170371,76.79379542252738,1050.139173897603
335,2018-08-03,552.8049160841952,91.51780362374387,1050.2819130390046
336,2018-08-04,555.3648742440432,80.71277765479364,1055.0779460960082
337,2018-08-05,556.7624701547019,61.632670740274335,1042.72074344528
338,2018-08-06,557.6143742556451,89.54871404258333,1030.1232604551926
339,2018-08-07,558.3152591155249,38.65136747983903,1040.6811218856021
340,2018-08-08,558.3388582618426,51.55307097235556,1055.7469313520894
341,2018-08-09,558.9913474292398,61.4925664548215,1076.5445531560863
342,2018-08-10,556.5584577240551,52.742783091419774,1043.3644160627205
343,2018-08-11,558.6536585767604,68.21084774020589,1064.9910767360636
344,2018-08-12,559.6816470081842,44.234870164618535,1085.2171619243734
345,2018-08-13,560.2703782939464,55.74369750685451,1015.8091662529421
346,2018-08-14,560.8219703901364,52.82419356220564,1089.8339457741176
347,2018-08-15,560.8136470924093,79.84422972371559,1085.1566474148858
348,2018-08-16,561.5511184987569,20.692873684581603,1048.0084815017694
349,2018-08-17,559.3158068215306,76.7518932038107,1034.3833267559924
350,2018-08-18,561.7132504268149,88.63712696098358,1046.6725640597278
351,2018-08-19,563.1369155237393,83.4772427728745,1076.776401799251
352,2018-08-20,564.2006394950371,85.97400401241346,1025.1008787494725
353,2018-08-21,565.2900255896118,65.95919581665697,1036.4877884876025
354,2018-08-22,565.8639388709007,89.54863570040543,1043.583565798991
355,2018-08-23,567.208485342958,93.258115367605,1072.716234386318
356,2018-08-24,565.5848644452136,32.4936946614281,1003.5871602853897
357,2018-08-25,568.5784096717092,62.08242664707627,1048.923564241827
358,2018-08-26,570.563027602312,84.29330017793099,1044.31625705669
359,2018-08-27,572.1342418387812,62.450648784463226,1044.077783868029
360,2018-08-28,573.6611440947177,73.77249167451097,1069.0422210996985
361,2018-08-29,574.5883866424584,87.31555662366863,1045.635468126191
362,2018-08-30,576.1905841430788,91.87261515744876,1051.7272108974867
363,2018-09-01,577.7583466304847,56.9306885665366,1024.218016066832
364,2018-09-02,579.6763323996911,104.78844387356094,1044.8339402401489
365,2018-09-03,581.071777071294,82.6332858088028,1090.0583881495477
366,2018-09-04,582.3189789743241,73.60780674237598,1079.7612995966601
367,2018-09-05,582.8710420058404,97.11951095766291,1040.8230423149512
368,2018-09-06,584.014012353178,124.1889070947943,1081.177115823417
369,2018-09-07,582.0147151977177,117.13896006487532,1082.847250512531
370,2018-09-08,584.4696078655463,77.76117931165152,1072.0397366321065
371,2018-09-09,585.7688663675718,62.51514235676336,1051.8495378026792
372,2018-09-10,586.5289231951551,121.06217488703828,1090.7293808535524
373,2018-09-11,587.1437743530812,91.39358497313117,1076.3618130973007
374,2018-09-12,587.0862094433528,86.19766663604292,1092.203798510554
375,2018-09-13,587.6613557258719,114.03466380545761,1078.9868943642573
376,2018-09-14,585.1539401992528,105.64635311923276,1035.7544205379697
377,2018-09-15,587.1766027256766,121.82434410717661,1111.711936576332
378,2018-09-16,588.1334926160393,90.51790507950585,1101.3560718684741
379,2018-09-17,588.6523804956106,95.30857769305842,1066.0111571483926
380,2018-09-18,589.1356155150215,111.98365827658725,1074.8762406103306
381,2018-09-19,589.0610913392857,94.43005389963946,1044.6586627633637
382,2018-09-20,589.7356195144737,115.12480273823594,1088.4211560573094
383,2018-09-21,587.442118486231,105.61928029464339,1070.1898817487622
384,2018-09-22,589.787953273915,99.86193871778303,1114.900883884594
385,2018-09-23,591.1686571302411,95.1887854540407,1086.1382818930038
386,2018-09-24,592.2002631642112,90.91897721585589,1082.1503446517045
387,2018-09-25,593.2705694468159,125.17556784965397,1066.3135810453816
388,2018-09-26,593.8404922495645,115.21242267304534,1086.513585902059
389,2018-09-27,595.1978944835663,105.26059691509306,1090.2857894023928
390,2018-09-28,593.6052849706467,110.46072386266964,1076.5410423304165
391,2018-09-29,596.6487088744303,132.1583291066188,1113.8854121770596
392,2018-09-30,598.7020451171098,141.8696187911816,1059.087919254084
393,2018-10-01,600.3599226152395,107.95208776192257,1090.2109364696291
394,2018-10-02,601.9895625684435,99.71732968297314,1066.1535410587642
395,2018-10-03,603.0326854870258,92.06901218049528,1094.9713124302737
396,2018-10-04,604.7598548328833,94.68277168906361,1091.5561850275574
397,2018-10-05,603.4186389063318,138.0211761116524,1079.591629851537
398,2018-10-06,606.5828988880095,111.98512938942415,1073.0089498861698
399,2018-10-07,608.6174083606626,119.40830460272693,1097.50615769095
400,2018-10-08,610.1110078403563,131.80342315438364,1119.7940962529194
401,2018-10-09,611.4285956591394,143.34239976750064,1127.3524679460734
402,2018-10-10,612.0130905487989,106.2918686938641,1126.572471972842
403,2018-10-11,613.1397370886449,138.5565342129917,1092.47403634179
404,2018-10-12,611.0641375574152,128.39207230685645,1094.6132010734605
405,2018-10-13,613.371322544122,158.6597637785574,1110.990605478276
406,2018-10-14,614.440072474053,104.19518109585707,1116.9218691616775
407,2018-10-15,614.8757025779181,112.79012913114165,1087.9888983576566
408,2018-10-16,615.0616235330285,128.99325257603874,1113.6661342465109
409,2018-10-17,614.4608255723213,140.85009809169017,1091.2623101651097
410,2018-10-18,614.3696708591575,154.17529072135102,1120.585664475247
411,2018-10-19,611.0653920917124,119.10463666496108,1157.3421335438602
412,2018-10-20,612.1546245224705,109.63122345226967,1086.4586874791887
413,2018-10-21,612.0371981088957,135.23208762684698,1088.2044891008181
